#\*l [nm]	Flux [mW/m\sp2\ep/nm]
 340.12  6.22333e-14
 340.13  6.23968e-14
 340.14  5.33311e-14
 340.16  3.66893e-14
 340.17  4.30820e-14
 340.18  5.22105e-14
 340.20  5.74904e-14
 340.21  5.43330e-14
 340.22  4.91341e-14
 340.24  6.01287e-14
 340.25  5.18832e-14
 340.26  4.51145e-14
 340.27  5.43014e-14
 340.29  4.70374e-14
 340.30  5.89694e-14
 340.31  6.09806e-14
 340.33  5.71484e-14
 340.34  4.81747e-14
 340.35  4.68405e-14
 340.37  5.22475e-14
 340.38  7.60352e-14
 340.39  6.76002e-14
 340.40  5.92880e-14
 340.42  6.22476e-14
 340.43  4.56391e-14
 340.44  5.01666e-14
 340.46  3.78491e-14
 340.47  3.73894e-14
 340.48  5.32154e-14
 340.50  4.29178e-14
 340.51  3.76842e-14
 340.52  2.84260e-14
 340.53  2.72482e-14
 340.55  3.88615e-14
 340.56  5.78468e-14
 340.57  4.10541e-14
 340.59  4.90057e-14
 340.60  4.71703e-14
 340.61  6.09043e-14
 340.63  5.85153e-14
 340.64  5.62991e-14
 340.65  4.92403e-14
 340.66  5.54070e-14
 340.68  4.80690e-14
 340.69  5.11389e-14
 340.70  5.39906e-14
 340.72  4.77206e-14
 340.73  4.08836e-14
 340.74  4.28133e-14
 340.76  3.43405e-14
 340.77  3.59157e-14
 340.78  4.67725e-14
 340.79  5.47974e-14
 340.81  5.91414e-14
 340.82  5.97025e-14
 340.83  5.42207e-14
 340.85  6.37757e-14
 340.86  7.00516e-14
 340.87  6.63728e-14
 340.89  6.48942e-14
 340.90  6.42201e-14
 340.91  5.30704e-14
 340.92  4.32774e-14
 340.94  3.26073e-14
 340.95  3.88842e-14
 340.96  4.36631e-14
 340.98  4.22590e-14
 340.99  1.39394e-14
 341.00  3.70264e-14
 341.02  5.00232e-14
 341.03  5.28102e-14
 341.04  5.85867e-14
 341.05  5.83458e-14
 341.07  6.45700e-14
 341.08  5.81356e-14
 341.09  5.33423e-14
 341.11  5.64570e-14
 341.12  4.20308e-14
 341.13  6.24163e-14
 341.15  5.34178e-14
 341.16  5.50718e-14
 341.17  6.70218e-14
