#\*l [nm]	Flux [mW/m\sp2\ep/nm]
  553.74  4.96937e-14
  553.75  4.30821e-14
  553.77  4.35119e-14
  553.78  3.61999e-14
  553.80  3.81441e-14
  553.81  4.03372e-14
  553.83  3.18981e-14
  553.84  4.51263e-14
  553.86  4.64393e-14
  553.87  3.86847e-14
  553.89  3.35441e-14
  553.90  4.44545e-14
  553.92  4.22930e-14
  553.93  4.78091e-14
  553.95  4.35676e-14
  553.96  5.48443e-14
  553.98  4.06367e-14
  553.99  4.89110e-14
  554.01  4.73072e-14
  554.02  4.69918e-14
  554.04  5.37578e-14
  554.05  4.24398e-14
  554.07  3.82625e-14
  554.08  4.68663e-14
  554.10  4.57079e-14
  554.11  4.83441e-14
  554.13  4.08002e-14
  554.14  4.68960e-14
  554.16  4.34525e-14
  554.17  4.30666e-14
  554.19  4.80333e-14
  554.20  4.59065e-14
  554.22  3.76040e-14
  554.23  4.75233e-14
  554.25  4.32753e-14
  554.26  3.94206e-14
  554.28  4.76939e-14
  554.29  5.13849e-14
  554.31  5.20329e-14
  554.32  4.53622e-14
  554.34  4.51009e-14
  554.35  5.31163e-14
  554.37  4.34695e-14
  554.38  4.80780e-14
  554.40  5.49983e-14
  554.41  4.14947e-14
  554.43  4.07897e-14
  554.44  4.78814e-14
  554.46  5.18037e-14
  554.47  4.72745e-14
  554.49  4.06304e-14
  554.50  4.33249e-14
  554.52  4.89348e-14
  554.53  5.13729e-14
  554.55  3.86786e-14
  554.56  5.25643e-14
  554.58  4.32597e-14
  554.59  5.18295e-14
  554.61  4.73705e-14
  554.62  4.38398e-14
  554.64  3.86269e-14
  554.65  4.03197e-14
  554.67  4.01086e-14
  554.68  4.12810e-14
  554.70  3.97285e-14
  554.71  4.39475e-14
  554.73  4.42139e-14
  554.74  4.97022e-14
  554.76  5.05852e-14
  554.77  5.20007e-14
  554.79  5.10881e-14
  554.80  4.98730e-14
  554.82  4.70066e-14
  554.83  4.54311e-14
  554.85  4.76587e-14
  554.86  5.16386e-14
  554.88  4.29402e-14
  554.89  3.37192e-14
  554.91  4.78253e-14
  554.92  5.28184e-14
  554.94  4.67214e-14
  554.95  4.49188e-14
  554.97  5.36194e-14
  554.98  4.40804e-14
  555.00  4.96624e-14
  555.01  5.08571e-14
  555.03  4.71655e-14
  555.04  3.84329e-14
  555.06  3.74609e-14
  555.07  4.33019e-14
  555.09  4.45707e-14
  555.10  4.86859e-14
  555.12  5.03560e-14
